Corpus;EjemploID;Búsqueda;Marca;Concordancia;DOCUMENTO;Siglo;Año;Fecha_procesada;Pais_actual;Autor_hombre_o_mujer;Autor_datos_etnicos;Tipo_textual;Como_citar;Articulo_enca;Prep_anterior;Casa;Prep_posterior;Verbo;Observaciones
CORDIAM;373;casa;v; …a basta, a (sic) yo ni me tengo de casar ni tener casa aparte sino entregárselo todo a vuestra merçed …;;16;1550;1550;BOL;hombre;español;Documentos entre particulares: cartas y otros;[Año 1550, Bolivia, Documentos entre particulares: cartas y otros, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;374;casa;v; …estad vera lo que pasa a esos / señores todos de casa beso las manos y tornole a rogar / me escriva lar…;MARTINEZ18;16;1550;1550;COL;hombre;español;Documentos entre particulares: cartas y otros;[Año 1550, Colombia, Documentos entre particulares: cartas y otros, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;375;casa;v; …spués de partido vuestra merçed me perdieron de casa de Alonso López no sé qué cosillas que se aví…;MARTINEZ19;16;ca. 1550;1550;COL;hombre;español;Documentos entre particulares: cartas y otros;[Año ca. 1550, Colombia, Documentos entre particulares: cartas y otros, CORDIAM];Otra_preposicion;de;casa;de;procedencia;
CORDIAM;376;casa;v; …eten a cientos y a doscientos de ellos. No tienen casa ni templo de adoración alguna, ni hasta ahora se…;;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;377;casa;v; …{rub} // Laus deo.\\\ // \\\Impresa en Sevilla en casa de Martín de Montesdeoca. Acabóse a quince de M…;PCL;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;378;casa;v; …e interpretar “Pacaritambo” quiere decir como casa de producimiento. Los nombres de los que de allí…;;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;379;casa;v; …sus manos una alabarda de plata [y] de oro y va a casa de algún pariente anciano adonde le han de ser t…;PCL;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;380;casa;v; … lo llamaba como cuando un rey de {p.319} España casa con alguna princesa que tiene su nombre propio y …;;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;381;casa;v; …s, ni usan más armas de las que he dicho arriba. Casa de adoración o templo no se les ha visto, más d…;;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;382;casa;v; …abricó esta fuerza que los naturales llamaban “casa del Sol” y los nuestros nombran “la fortaleza…;;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;383;casa;v; …s no se atrevió y contentóse con que se hiciese casa del Sol grande y con mamaconas y sacerdotes para …;;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;384;casa;v; …alo blanco recio que en aquellas partes se cría. Casa de adoración no se la habemos visto ninguna. Cua…;;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;385;casa;v; …ucho comían los cuerpos de los que así mataban. Casa de adoración no se les ha visto ninguna, más de…;;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;386;casa;v; … cantidad de manos y pies colgados en el bohío o casa grande, y en otro que estaba junto a él estaban …;;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;387;casa;v; …na, a lo que entendemos, ni tampoco se les halló casa de adoración. Cuando algún indio de ellos estab…;;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;388;casa;v; …os y depósitos, no había en tiempo de los Ingas casa real ni templo principal como aquí, ni en otros …;;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;389;casa;v; …n al sol que ellos llaman mocha. Cuando alguno se casa, juntándose en sus convites, bebiendo de su vino…;;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;390;casa;v; …afirman que hay gente tan rústica, que ni tienen casa ni ropa, antes andan como animales, matando con f…;;16;ca. 1550;1550;PER;hombre;;Textos cronísticos;[Año ca. 1550, Perú, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;391;casa;v; …i mano / sus onbres de a caballo para guarde asta casa es cargo onroso y muy probechoso / no enbargante …;;16;1551;1551;CHI;hombre;español;Documentos entre particulares: cartas y otros;[Año 1551, Chile, Documentos entre particulares: cartas y otros, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;392;casa;v; …entos e çincuenta maravedis cada vno e mas (...) Casa en que more por todo el tienpo que durare la dich…;;16;1551;1551;CUB;hombre;español;Documentos administrativos;[Año 1551, Cuba, Documentos administrativos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;393;casa;v; …se venga del aldea y les haga mill rregalos ay en casa porque con esto y con seruir yo con mi persona to…;MARTINEZ25;16;1551;1551;PER;hombre;español;Documentos entre particulares: cartas y otros;[Año 1551, Perú, Documentos entre particulares: cartas y otros, CORDIAM];Sin término;en;casa;sin término;¿?;
CORDIAM;394;casa;v; …a dozena de camisas y vna de pañezuelos fecho en casa, que de lo polido de tienda acá tenemos harto. S…;MARTINEZ25;16;1551;1551;PER;hombre;español;Documentos entre particulares: cartas y otros;[Año 1551, Perú, Documentos entre particulares: cartas y otros, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;395;casa;v; …uando fuere que entonçes ni ha de aver ermana en çasa ni cosa que dé pasión. Y a solas hemos de pasar…;MARTINEZ25;16;1551;1551;PER;hombre;español;Documentos entre particulares: cartas y otros;[Año 1551, Perú, Documentos entre particulares: cartas y otros, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;396;casa;v; …por hebrero aunque / se baya con la sola carga de casa, porque / yo le dexaré despachado sin falta, aun…;;16;1553;1553;MEX;hombre;español;Documentos entre particulares: cartas y otros;[Año 1553, México, Documentos entre particulares: cartas y otros, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;397;casa;v;Del Nonbre de Dios, y de mayo quinze de mill y quinientos y çincuenta e tres años, do quedo como syenpre por servidor de vuestra merçed. Miguel Hortiz. / A mi señor Benito de Pineda, en Triana, en casa de la señora Ana Sánchez, muger que fue de Diego de Pineda.;MARTINEZ30;16;1553;1553;PAN;hombre;español;Documentos entre particulares: cartas y otros;[Año 1553, Panamá, Documentos entre particulares: cartas y otros, CORDIAM];Válida;en;casa;de;estado;"Pongo estado porque se dice ""en Triana"""
CORDIAM;398;casa;v; …lo por d[ar] / cabildo hasta tanto que se hiziese casa señalada para el segu[n] /35 es de vso y costumb…;;16;1554;1554;CHI;varios;varios;Documentos administrativos;[Año 1554, Chile, Documentos administrativos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;399;casa;v; …ue allá valdrán dineros y quedará / maíz para casa, y auíseme luego con tienpo porque / se aperçib…;;16;1554;1554;MEX;hombre;español;Documentos entre particulares: cartas y otros;[Año 1554, México, Documentos entre particulares: cartas y otros, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;400;casa;v; …çeuir y guardar para quando baian las harrias de casa por ello. / Mal lo hizo Hernando de Castro conmig…;;16;1554;1554;MEX;hombre;español;Documentos entre particulares: cartas y otros;[Año 1554, México, Documentos entre particulares: cartas y otros, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;401;casa;v; … Robaron y hallaron en el pueblo lo Recojieron en Casa de juan de rrojas y despues de aber echo esto y {…;Guzman25;16;1555;1555;CUB;hombre;español;Documentos cronísticos;[Año 1555, Cuba, Documentos cronísticos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;402;casa;v; …a veynte y quatro personas y a todos los traxo en casa de Juan de Rojas y los metio en vna camara y los …;Guzman25;16;1555;1555;CUB;hombre;español;Documentos cronísticos;[Año 1555, Cuba, Documentos cronísticos, CORDIAM];Válida;en;casa;de;movimiento;traer
CORDIAM;403;casa;v; …y plata e ganado desta tierra, vacas y axuares de casa, que ninguno del rreyno, ahunque sea neçedad dez…;;16;1555;1555;PER;hombre;español;Documentos administrativos;[Año 1555, Perú, Documentos administrativos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;404;casa;v; …tan de los françeses tenia presas en su poder en Casa de Juan de Rojas muchas personas ansi las que tom…;Guzman26;16;1556;1556;CUB;varios;varios;Documentos jurídicos;[Año 1556, Cuba, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;405;casa;v; …ue tenemos de vibir y si nuestra / criada esta en casa y se quisiere benir con el señor su marido por /…;Fernandez1;16;1556;1556;MEX;hombre;español;Documentos entre particulares: cartas y otros;[Año 1556, México, Documentos entre particulares: cartas y otros, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;406;casa;v; …/ el no tiene un pan que comer si no se lo dan de casa en casa yo le hable / e le dixe que me diese esto…;Fernandez420;16;1556;1556;MEX;hombre;español;Documentos entre particulares: cartas y otros;[Año 1556, México, Documentos entre particulares: cartas y otros, CORDIAM];No;de;casa;sin término;expresión fija;
CORDIAM;407;casa;v; …tiene un pan que comer si no se lo dan de casa en casa yo le hable / e le dixe que me diese estos dinero…;Fernandez420;16;1556;1556;MEX;hombre;español;Documentos entre particulares: cartas y otros;[Año 1556, México, Documentos entre particulares: cartas y otros, CORDIAM];No;en;casa;sin término;expresión fija;
CORDIAM;408;casa;v; …l treslado dél digo otro de nuevo de do quedo en casa de / samano el secretario que lo podra encargar a…;Fernandez420;16;1556;1556;PAR;hombre;español;Documentos entre particulares: cartas y otros;[Año 1556, Paraguay, Documentos entre particulares: cartas y otros, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;409;casa;v; … noche proxima pasada al dicho yndio / onescho de casa y posada del dicho señor teniente a casa / del d…;DHLC2;16;1558;1558;COL;hombre;indio;Documentos jurídicos;[Año 1558, Colombia, Documentos jurídicos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;410;casa;v; el / dicho escriuano para saber y aueriguar la uerdad de quien /5 lleuo E mando lleuar la noche proxima pasada al dicho yndio / onescho de casa y posada del dicho señor teniente a casa / del dicho Diego maldonado donde el dicho señor…;DHLC2;16;1558;1558;COL;hombre;indio;Documentos jurídicos;[Año 1558, Colombia, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;411;casa;v; … lengua que por qué se fue la noche pasada a /20 casa de diego maldonado uezino desta uilla dixo la dic…;DHLC2;16;1558;1558;COL;hombre;indio;Documentos jurídicos;[Año 1558, Colombia, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;412;casa;v; …rmian todos e le dixo que se fuese con ella /25 a casa del dicho Diego maldonado que es su amo e que / e…;DHLC2;16;1558;1558;COL;hombre;indio;Documentos jurídicos;[Año 1558, Colombia, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;413;casa;v; …u casa {rub} {f.978v} que para que estaua aqui en casa del señor teniente que se moria / de hanbre e qu…;DHLC2;16;1558;1558;COL;hombre;indio;Documentos jurídicos;[Año 1558, Colombia, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;414;casa;v; …que se desposaron ha [e]stado en mexico hanbos en casa / de don luis de castilla que me paresçe que ben…;DHLC2;16;1558;1558;MEX;hombre;español;Documentos entre particulares: cartas y otros;[Año 1558, México, Documentos entre particulares: cartas y otros, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;415;casa;v; …só por el dicho pueblo de Chançenote, / y fue a casa de este testigo y le dixo que le diesen tamemes /…;DLNECM24;16;1558;1558;MEX;hombre;s/d;Documentos jurídicos;[Año 1558, México, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;416;casa;v; …que le oyó decir al dicho Francisco Hernandes en casa de /30 este testigo, estando presentes Juan Chim,…;DLNECM24;16;1558;1558;MEX;hombre;s/d;Documentos jurídicos;[Año 1558, México, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;417;casa;v; …. Y luego el dicho Francisco Hernandes se fue / a casa de Francisco Che y este testigo con él, y, llega…;DLNECM24;16;1558;1558;MEX;hombre;s/d;Documentos jurídicos;[Año 1558, México, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;418;casa;v; …asa y la hazienda despues me / dixo que estaua en casa en casa (sic) de un hombre / mui honrado que tien…;Fernandez437;16;1560;1560;PAN;hombre;español;Documentos entre particulares: cartas y otros;[Año 1560, Panamá, Documentos entre particulares: cartas y otros, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;419;casa;v; … hazienda despues me / dixo que estaua en casa en casa (sic) de un hombre / mui honrado que tiene la haz…;Fernandez437;16;1560;1560;PAN;hombre;español;Documentos entre particulares: cartas y otros;[Año 1560, Panamá, Documentos entre particulares: cartas y otros, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;420;casa;v;pesos de [b]uen oro que embie con fray / alonso mendez frayle de la orden de señor nuestro santo domingo / y mis cartas que lleuaria y tambien escreui / por otra bia en vn en[b]ultorio con cartas de / dicho de santiago mercader que embiaua a su hermano / gonzalo de median que bibe en casa colcheros en seuill[a] / tambien escreui con vn m…;Fernandez259;16;1561;1561;PER;hombre;español;Documentos entre particulares: cartas y otros;[Año 1561, Perú, Documentos entre particulares: cartas y otros, CORDIAM];No;NA;NA;NA;NA;sospecho que es nombre propio
CORDIAM;421;casa;v; no se sy allá sauen como es muerta la hija de / la roldaña de sanlucar que la mato su marido y / tanbien se a dicho que su marido es muerto y yendos[e] / huyendo desta çivdad para las charcas dizen que / ahogo en vn rio no se si fuer[a] fama he ha dicho / quando vn hijo suyo mucho tiempo en casa de vn alonso / castillo qyen fue causa de su muer…;Fernandez259;16;1561;1561;PER;hombre;español;Documentos entre particulares: cartas y otros;[Año 1561, Perú, Documentos entre particulares: cartas y otros, CORDIAM];Válida;en;casa;de;ambiguo;"Vaya culebrón. ""Ahogar"" no reflexivo. Lo pongo como ambiguo porque no hay verbo"
CORDIAM;422;casa;v; …qyen fue causa de su muerte d[e] ella porque / en casa deste la mato escriuilo porque tenia mucha / cono…;Fernandez259;16;1561;1561;PER;hombre;español;Documentos entre particulares: cartas y otros;[Año 1561, Perú, Documentos entre particulares: cartas y otros, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;423;casa;v; …a dicha çidad de la Balencia por no aber en ella casa enyesta por abellas quemado el tirano y aber poco…;;16;1562;1562;VEN;hombre;español;Documentos jurídicos;[Año 1562, Venezuela, Documentos jurídicos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;424;casa;v; …r en esta dicha tierra de la florida e aver hecho casa y fuerte y aver puesto los dichos mojones con las…;;16;1564;1564;CUB;hombre;español;Documentos administrativos;[Año 1564, Cuba, Documentos administrativos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;425;casa;v;os torno a rogar que os bengais / luego sin aguardar a cossa ninguna derechamente / a esta ysla española a la çiudad de santo domingo <en casa de benito perez> donde del y de / la señora luys…;Fernandez10;16;1564;1564;RD;hombre;español;Documentos entre particulares: cartas y otros;[Año 1564, Republica Dominicana, Documentos entre particulares: cartas y otros, CORDIAM];Válida;en;casa;de;ambiguo;
CORDIAM;426;casa;v; … en su / conpanya y no dexeis [es]crebir (sic) en casa de benito perez / o con las cartas de su señora …;Fernandez10;16;1564;1564;RD;hombre;español;Documentos entre particulares: cartas y otros;[Año 1564, Republica Dominicana, Documentos entre particulares: cartas y otros, CORDIAM];Válida;en;casa;de;movimiento;escribir. Es evidentemente direccional, aunque se use varias veces con en
CORDIAM;427;casa;v; …n / este es el que demando y pido / desposéme en casa de / garçi martyn my hermano desposóme my herma…;Fernandez119;16;1565;1565;COL;mujer;español;Documentos entre particulares: cartas y otros;[Año 1565, Colombia, Documentos entre particulares: cartas y otros, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;428;casa;v; …mador Heredia venian juntos por la calle abaxo de casa del obispo y el dicho Baltasar Carrillo como {f.3…;Fernandez119;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Otra_preposicion;debajo de;casa;de;adverbio;
CORDIAM;429;casa;v; …r y fue a saber lo que avia subçedido y entro en casa del rreverendisimo obispo deste rreyno y saco de …;Fernandez119;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Válida;en;casa;de;ambiguo;
CORDIAM;430;casa;v; …cho Galarça mando a vn muchacho suyo que fuese a casa por vn freno que alla tenya e dixo al dicho Carri…;Fernandez119;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Sin término;a;casa;sin término;movimiento;
CORDIAM;431;casa;v; …dia y Carrillo a la yglesia y de alli se fueron a casa del rreverendisimo obispo de donde el señor lice…;Fernandez119;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;432;casa;v; …señor licenciado Angulo oydor se levanto y fue a casa del dicho obispo y saco de alla los dichos delinq…;Fernandez119;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;433;casa;v; …n el freno y que si los yndios lo avian llevado a casa que fuese alla que se lo haria dar y assi el dich…;Fernandez119;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Sin término;a;casa;sin término;movimiento;
CORDIAM;434;casa;v; …s dichos Carrillo y Heredia y de alli se fueron a casa del obispo deste rreyno de donde vio este testigo…;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;435;casa;v; … dado yncontinente fue dicho licençiado Angulo a casa del dicho obispo y saco los dichos delinquentes y…;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;436;casa;v; … le avia de hazer quemar y desde alli se fueron a casa del rreverendisimo obispo deste rreyno de donde e…;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;437;casa;v; …los estrados el señor licençiado Angulo y fue a casa del dicho obispo y saco los dichos delinquentes y…;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;
CORDIAM;438;casa;v; …icho Heredia le dixo que {f.9v} se queria pasar a casa deste confesante y assi se paso abra diez dias po…;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;pasar
CORDIAM;439;casa;v; …ele preguntado si esta mañana quando salieron de casa si le dixo este confesante al dicho Heredia myra …;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;440;casa;v; … de su poder y le tuvo secrestado y depositado en casa de Tordehumos y este confesante rrespondio el fre…;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;441;casa;v; …s y este confesante rrespondio el freno enbiado a casa de vuestra merçed suplico a vuestra merced que l…;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Válida;a;casa;de;movimiento;enviar
CORDIAM;442;casa;v; …rrespondio a este confesante que si le tuviese en casa que lo enbiaria e que sino que {f.10v} no queria …;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Sin término;en;casa;sin término;estado;leísmo :)
CORDIAM;443;casa;v; …nfesante y el dicho Heredia con el y se fueron en casa del obispo deste rreyno y luego yncontinente fue …;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Válida;en;casa;de;movimiento;
CORDIAM;444;casa;v; …Fuele preguntado si anoche quando se rrecogeron a casa este confesante y el dicho Carrillo o esta mañan…;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Sin término;a;casa;sin término;ambiguo;
CORDIAM;445;casa;v; …fesante y el dicho Carrillo {f.12v} que venyan de casa de Tordehumos de vna averiguacion de vn freno y h…;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Otra_preposicion;de;casa;de;procedencia;
CORDIAM;446;casa;v; … cauallo que vuestra merced vbo y el otro esta en casa con el cauallo que se me quedo y mando luego ynco…;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;447;casa;v; …ra dixo al dicho Baltasar Carrillo que supiese en casa de Tordehumos adonde se auia depositado el cauall…;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;448;casa;v; …o dean y despues desto el dicho Carrillo salia de casa del dicho dean {f.18v} y se rretraxo en Santo Dom…;DiazCollazos1;16;1565;1565;COL;varios;varios;Documentos jurídicos;[Año 1565, Colombia, Documentos jurídicos, CORDIAM];Otra_preposicion;de;casa;de;procedencia;
CORDIAM;449;casa;v;y no para sustentar / los onbres / y pues que en estas / partes teneys prencipio / para bebir no seays pusilanymos / sino que pues os lo mando lo agais y no otra cosa / avnque penseis morir / yo escribo al señor alonso de torre (…) / a medina del rey sea para que os abie / hasta sevilla a casa de gaspar / d[e] espinosa el qual os dara abiamie…;Fernandez281;16;1565;1565;MEX;hombre;español;Documentos entre particulares: cartas y otros;[Año 1565, México, Documentos entre particulares: cartas y otros, CORDIAM];Válida;a;casa;de;movimiento;Aviar 'preparar para viajar'. Pusilánimo <3
CORDIAM;450;casa;v; …s generoso que católico señor de la muy afamada casa y excelente ditado de Benavente, por lo cual debe…;TB;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;451;casa;v; …guras. Estos chichimecas no se halla que tuviesen casa ni lugar ni vestidos ni maíz ni otro género de …;TB;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;452;casa;v; …a de matar el fuego ni {p.63} había de faltar en casa de los señores y principales, de día ni de noch…;TB;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;453;casa;v; …a sierra no paraban ni descansaban hasta volver a casa. En estos días del ayuno salía aquel ministro v…;TB;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];Sin término;a;casa;sin término;movimiento;
CORDIAM;454;casa;v; …el hornazo, y llevaba un ramo en la mano y iba en casa de los señores y ofrecíanle mucha comida y mant…;TB;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];Válida;en;casa;de;estado;
CORDIAM;455;casa;v; …abad Hilarión, que más parecen sepultura que no casa. Las riquezas que en tales casas pueden caber dan…;;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;456;casa;v; …onversar entre los indios. Primero adonde tenían casa y aposento, como fue en México y en Texcoco, Tla…;TB;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;457;casa;v; …incia de éstas y en las en que después se tomó casa, que son ya cerca de cuarenta en este año de 154…;TB;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;458;casa;v; …Moctezuma, y estos eran de los principales que en casa había, por respeto de éstos comenzaron a enseñ…;TB;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;459;casa;v; …ndo año de su venida, y en el número fue quinta casa. Desde allí visitando aquellas provincias, en la…;;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;460;casa;v; …ni una buena manta que traer cubierta, y la pobre casa en que habitan, rota y abierta al sereno de Dios.…;;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;461;casa;v; …Nueva España, llevaron sus ahijados al palacio o casa del señor principal, yendo delante muchos cantan…;;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;462;casa;v; …ores y principales y parientes del novio ajuar de casa y atavíos para sus personas. Y el Marqués del V…;;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;463;casa;v; …no fuera, ya no tuvieran de quien se servir ni en casa ni en las estancias, que todos los hubieran ya ac…;TB;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];Sin término;en;casa;sin término;estado;
CORDIAM;464;casa;v; …as de que yo veo venir {p.156} a doquiera que hay casa de nuestro padre San Francisco muchos enfermos de…;TB;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
CORDIAM;465;casa;v; …en todas las partes adonde moraba, así dentro de casa a los flaires como de fuera a la tierra y comarca…;TB;16;ca. 1565;1565;MEX;hombre;;Textos cronísticos;[Año ca. 1565, México, Textos cronísticos, CORDIAM];No;NA;NA;NA;NA;
