Corpus;EjemploID;Búsqueda;DOCUMENTO;FECHA;Fecha_procesada;PROVINCIA;CONTEXTO_PRECEDENTE;FORMA;CONTEXTO_SIGUIENTE;Articulo_enca;Prep_anterior;Casa;Prep_posterior;Verbo;Observaciones
CODEA;496;casa;CODEA-0740 {h1ra:9};1346;1346;Zaragoza;así que de oy adelant fagades vós ditos deán e capítol e vuestros sucessores a todos tiempos de la dita;casa;con todos sus derechos a vuestra bien plazible voluntad como de cosa vuestra propria, non embargant contradicción nuestra nin de;No;NA;NA;NA;NA;
CODEA;497;casa;CODEA-0720 {h1ra:5};1348;1348;Cantabria;suerte al dicho Gutier Roíz e María Ferrández, su muger, las viñas de Contrubol con sus huertos, e con su;casa,;e lagar, e moyales e más la viña del Hoyo, e más la viña de Galgo, e más las casas;No;NA;NA;NA;NA;
CODEA;498;casa;CODEA-0720 {h1ra:8};1348;1348;Cantabria;que es ý parede midio que heredava Joán Ferrández d'Escalant con Domingo Pérez Trocha, e con el quiñón de la;casa;que heredava Joán Ferrández d'Escalant con Domingo Ferrández Ferrero en Arsillero, e más la casa de las tres de la;No;NA;NA;NA;NA;
CODEA;499;casa;CODEA-0720 {h1ra:9};1348;1348;Cantabria;con el quiñón de la casa que heredava Joán Ferrández d'Escalant con Domingo Ferrández Ferrero en Arsillero, e más la;casa;"de las tres de la llana la <…> la rúa de don Gutierre; e esto copo a los dichos Gutierr";No;NA;NA;NA;NA;
CODEA;500;casa;CODEA-0720 {h1ra:12};1348;1348;Cantabria;él e Mencía Roíz, su muger, devían al dicho Joán Ferrández d'Escalant, e más las viñas de Lacas, con su;casa,;e con su bellieza, e con sus umbreras, e más la viña de <…> e los majuelos, con sus vimbreras,;No;NA;NA;NA;NA;
CODEA;501;casa;CODEA-0720 {h1ra:14};1348;1348;Cantabria;de Valbuena, segund que todo esto Joán Ferrández d'Escalant lo heredava, e más los moyales, e lagar que está en;casa;do morava el dicho Joán Ferrández d'Escalant, e más las casas mayores en que morava Joán Ferrández d'Escalant que se;Incluible;en;casa;relativa;estado;
CODEA;502;casa;CODEA-0720 {h1ra:16};1348;1348;Cantabria;de Ferrand Yuáñez de Piélagos, que son de piedra fata el sobrado, en que á diez feniestras, e más la;casa;"de la Llana en que mora ý Ferrera, que se tiene con casas de Martín Pérez de Castiello; esto todo";No;NA;NA;NA;NA;
CODEA;503;casa;CODEA-0720 {h1ra:18};1348;1348;Cantabria;Joán Gutiérrez, fijo de don Per Alfonso, para el dicho Joán, so fijo, las viñas de la Torcida, con su;casa,;e lagar, e bel <…>, e más las viñas de la Ribera, e más la viña del Lagar, e más;No;NA;NA;NA;NA;
CODEA;504;casa;CODEA-0720 {h1ra:21};1348;1348;Cantabria;don Gutierre, que se tiene con casas de Joán <…> e con casas de Gonçalo Gutiérrez Delgado, e más la;casa;"de medio de las tres de la llana, que se tiene con casas en que mora ý Ferrera; esto copo";No;NA;NA;NA;NA;
CODEA;505;casa;CODEA-0842 {h1ra:3};1350;1350;Huesca;a todos tiempos a generación a vós Sancho Dosia, vezino de Sangarrén, un campo e un huerto que la dita;casa;de Montflorit á en la villa e términos del dito lugar de Sangarrén, que afruenta el campo con campo de;No;NA;NA;NA;NA;
CODEA;506;casa;CODEA-0842 {h1ra:8};1350;1350;Huesca;paguedes e siades tenidos dar e pagar, a mí o a cualquier vicario que por tiempo será de la dita;casa;"en cadaún año por la fiesta de Santa María de mediant agosto diezehueito dineros jaceses de trehúdo; e encara que";No;NA;NA;NA;NA;
CODEA;507;casa;CODEA-0842 {h1ra:11};1350;1350;Huesca;vender aquéllos, que lo fagades a saber a mí o a cualquier vicario que por tiempo será de la dita;casa;por X días ante de la vendición, e si quisier los <…> que los podades aver cinco soldos menos del;No;NA;NA;NA;NA;
CODEA;508;casa;CODEA-0842 {h1ra:13};1350;1350;Huesca;e finque salvo e seguro, e observe a mí o a cualquier vicario que por tiempo será de la dita;casa;todas e cadaúnas condiçones en esta presente carta contadas. E vós esto fendo e compliendo, quiero e firmement atorgo que;No;NA;NA;NA;NA;
CODEA;509;casa;CODEA-0842 {h1ra:19};1350;1350;Huesca;salvament e segura sienes contra toda mala voz de persona alguna obligo a vós todos los bienes de la dita;casa;mobles sedientes avidos e por aver en todo lugar. E yo dito Sancho Dosia, con muitas gracias, recibo el dito;No;NA;NA;NA;NA;
CODEA;510;casa;CODEA-0842 {h1ra:22};1350;1350;Huesca;partes desuso. E prometo e me obligo a vós o a cualquier vicario que por tiempo será de la dita;casa;pagar en cadaún año por la fiesta de Santa María de mediant agosto los ditos diezehueito dineros jaceses a trehúdo;No;NA;NA;NA;NA;
CODEA;511;casa;CODEA-0199 {h1ra:4};1351;1351;Cáceres;que avía vendido la heredad que avíe en Passarón, término de aquí de Trugiello, a Toribio Ferranz, tenedor de la;casa;de Santa María de Guadalupe, e que si avíe alguno o algunos a qui deviesse el dicho Mateos Sánchez algunas;No;NA;NA;NA;NA;
CODEA;512;casa;CODEA-0279 {h1ra:12};1351;1351;Cáceres;estos mojones e logares sobredichos, fechos los dichos heredamientos tres partes. La cual dicha heredat vos vendo con la dicha;casa,;"con toda la parte e derecho que yo é e me pertenece aver en el exido de la dicha aldea;";No;NA;NA;NA;NA;
CODEA;513;casa;CODEA-0279 {h1ra:20};1351;1351;Cáceres;que yo otorgo que este precio d'estos dichos cuatro mill maravedís, que de vós recebí por la dicha heredat e;casa,;que es justo e derecho precio e que tanto vale la dicha heredat e casa a este tiempo e a;No;NA;NA;NA;NA;
CODEA;514;casa;CODEA-0279 {h1ra:20};1351;1351;Cáceres;por la dicha heredat e casa, que es justo e derecho precio e que tanto vale la dicha heredat e;casa;a este tiempo e a esta sazón que vos lo vendo e non más. E de oy día en adelante;No;NA;NA;NA;NA;
CODEA;515;casa;CODEA-0279 {h1ra:21};1351;1351;Cáceres;renuncio la tenencia, e la possessión, e la propiedat e el señorío que yo é en la dicha heredat e;casa,;"e parte e derecho de la dicha heredat que dizen de la Quebrada que vos yo vendo; e d'aquí dó";No;NA;NA;NA;NA;
CODEA;516;casa;CODEA-0279 {h1ra:24};1351;1351;Cáceres;prometo e otorgo que por razón de la propiedat e de la tenencia e possessión de la dicha heredat e;casa;que vendo a vós el dicho Martín Pérez, nin por razón de uso nin de costumbre, que a mí o;No;NA;NA;NA;NA;
CODEA;517;casa;CODEA-0279 {h1ra:28};1351;1351;Cáceres;E otorgo e pongo convosco, el dicho Martín Pérez, de redrar e de vos fazer sana la dicha heredat e;casa,;que vos vendo segund dicho es, de todos los omnes e mugeres, e de cadaúno d'ellos que vos demandaren o;No;NA;NA;NA;NA;
CODEA;518;casa;CODEA-0279 {h1ra:29};1351;1351;Cáceres;todos los omnes e mugeres, e de cadaúno d'ellos que vos demandaren o embargaren o contrallaren la dicha heredat e;casa;o parte d'ello en cualquier manera o por cualquier razón, so pena de veinte maravedís de la dicha moneda por;No;NA;NA;NA;NA;
CODEA;519;casa;CODEA-0558 {h1ra:4};1356;1356;Salamanca;el dicho cabillo, e a vós Joán Sánchez, clérigo en la eglesia de Santo Domingo, procurador del dicho cabillo, una;casa;que yo é a la collación de Sant Gil, de que son linderos, casa de mí, el dicho Joán García,;No;NA;NA;NA;NA;
CODEA;520;casa;CODEA-0558 {h1ra:4};1356;1356;Salamanca;Domingo, procurador del dicho cabillo, una casa que yo é a la collación de Sant Gil, de que son linderos,;casa;de mí, el dicho Joán García, que dí al dicho cabildo e casa de herederos de Domingo Joán, de Fuentes,;No;NA;NA;NA;NA;
CODEA;521;casa;CODEA-0558 {h1ra:5};1356;1356;Salamanca;de Sant Gil, de que son linderos, casa de mí, el dicho Joán García, que dí al dicho cabildo e;casa;de herederos de Domingo Joán, de Fuentes, e de las otras dos partes, las calles del rey. Esta dicha casa;No;NA;NA;NA;NA;
CODEA;522;casa;CODEA-0558 {h1ra:5};1356;1356;Salamanca;casa de herederos de Domingo Joán, de Fuentes, e de las otras dos partes, las calles del rey. Esta dicha;casa;assí deslindada por estos dichos linderos vos vendo por cient e setenta maravedís d'esta moneda usual los cuales maravedís me;No;NA;NA;NA;NA;
CODEA;523;casa;CODEA-0558 {h1ra:13};1356;1356;Salamanca;esta dicha carta vos pongo corporalmiente en la tenencia, e en la possessión e en la propiedat de la dicha;casa,;e vos dó e otorgo el juro e el poder e el señorío para que vós e el dicho cabillo;No;NA;NA;NA;NA;
CODEA;524;casa;CODEA-0558 {h1ra:16};1356;1356;Salamanca;mí nin a mis herederos, nin otri por mí nin por ellos, que non finca nin remanece en esta dicha;casa;nin en parte d'ella algund derecho nin alguna demanda para en algunt tiempo, nin por fuero nin por derecho nin;Incluible;en;casa;demostrativo;estado;
CODEA;525;casa;CODEA-0558 {h1ra:18};1356;1356;Salamanca;rey nin por otra razón alguna. E yo el dicho Joán García otorgo que só vendedor e fiador d'esta dicha;casa,;de la fazer sana a todo tiempo a vós los sobredichos Benito Sánchez e Joán Sánchez, e al dicho cabillo;No;NA;NA;NA;NA;
CODEA;526;casa;CODEA-0940 {h1ra:15};1359;1359;Pamplona;a los nuestros sucesores o al nuestro mandamiento o al mostrador d'esta carta enna dicha villa de Ongoç en coal;casa;nós o nuestros sucessores terremos por bien por el día e fiesta de Sant Miguel del mes de setiembre por;Incluible;en;casa;relativo;estado;
CODEA;527;casa;CODEA-0940 {h1ra:31};1359;1359;Pamplona;jamás por el día e fiesta de Sant Miguel del mes de setiembre enna dicha villa de Ongoç, en coalquiere;casa;que vós e los vuestros sucessores terredes por bien a vós el dicho señor abat, monges e conviento e vuestros;Incluible;en;casa;indefinido;estado;
CODEA;528;casa;CODEA-0938 {h1ra:42};1360;1360;Navarra;e sin pluma convenible pora jazer, e posada pora lures omes e lures bestias, e más cada año de cada;casa;una savanada de paja en la era por tiempo de miesses, cullida por el sayón, e de la era en;No;NA;NA;NA;NA;
CODEA;529;casa;CODEA-0403 {h1ra:24};1361;1361;Sevilla;E otrosí le damos poder cumplidamiente a este dicho don Martín, abad, que pueda entrar e tomar corporalmiente la nuestra;casa;que nós e el dicho nuestro monesterio á en el Axarafe de Sevilla que dizen Villanueva de Nogache e todas;No;NA;NA;NA;NA;
CODEA;530;casa;CODEA-0403 {h1ra:39};1361;1361;Sevilla;abogado, vezino <…> de San Joán, e a vós Antona García, muger del dicho Joán Sánchez, que estades presente, la;casa;de Villanueva de Nogache que es en el Axarafe de la dicha cibdat, e es la dicha casa del monesterio;No;NA;NA;NA;NA;
CODEA;531;casa;CODEA-0403 {h1ra:39};1361;1361;Sevilla;presente, la casa de Villanueva de Nogache que es en el Axarafe de la dicha cibdat, e es la dicha;casa;del monesterio de Santa María de Valbuena de Duero, con olivares, e figuerales, e granadales e con dos molinos para;No;NA;NA;NA;NA;
CODEA;532;casa;CODEA-0403 {h1ra:40};1361;1361;Sevilla;granadales e con dos molinos para azeite e con casas e silos e con almazenes, que son en la dicha;casa;de Villanueva, e con tierras de pan, e viñas, e solares, e <…>, e pastos, e dehesas, e exidos e;Incluible;en;casa;artículo;estado;
CODEA;533;casa;CODEA-0403 {h1ra:42};1361;1361;Sevilla;luego que sea cumplido el tiempo de la renta que nós el dicho abad de Matallana tenemos arrendada la dicha;casa,;que se cumple desde doze días del mes de março primero que viene d'esta carta fasta tres años cumplidos que;No;NA;NA;NA;NA;
CODEA;534;casa;CODEA-0403 {h1ra:52};1361;1361;Sevilla;reparado segunt que oy día está salvo si las dichas casas e molinos e vigas e torre de la dicha;casa;o alguna d'ellas quebrare sin vuestra culpa <…> seades tenudos a lo fazer de nuevo <…> aver e plantar la;No;NA;NA;NA;NA;
CODEA;535;casa;CODEA-0403 {h1ra:59};1361;1361;Sevilla;e Antona García que nos dexedes los dichos molinos corrientes salvo el uso. E otrosí que nos dexedes la dicha;casa;desembargadamiente sin ninguna condición por que la nós entremos o su mandado del dicho abad de Valbuena. E otrosí vós;No;NA;NA;NA;NA;
CODEA;536;casa;CODEA-0403 {h1ra:60};1361;1361;Sevilla;los dichos Joán Sánchez e Antona García, e otri por vós e por vuestro mandado que non podades arrendar esta;casa;e esto que vos arrendamos a rico omne, nin a rica fembra, nin a cavallero, nin a dueña, nin a;No;NA;NA;NA;NA;
CODEA;537;casa;CODEA-0403 {h1ra:74};1361;1361;Sevilla;de Matallana en boz e en nombre del dicho monesterio e convento de Valbuena, la dicha contía de la dicha;casa;de Villanueva de Nogache con todo lo que sobredicho es e por los dichos siete años e por la dicha;No;NA;NA;NA;NA;
CODEA;538;casa;CODEA-0534 {h1ra:23};1361;1361;Sevilla;deán e cabillo fazétgelo dar e tornar luego todo bien e cumplidamente en guisa que les non mengüe ende ninguna;casa.;E non fagades ende ál por ninguna manera so pena de la nuestra mercet e de seiscientos maravedís d'esta moneda;No;NA;NA;NA;NA;
CODEA;539;casa;CODEA-0281 {h1ra:5};1362;1362;Cáceres;es coñocida la dicha rueda de molino que vos nós vendemos. E vendémosvos la dicha rueda de molino con su;casa,;e con su pesquera, e con su solar, e con sus veras, e con sus goteras, e con todas sus;No;NA;NA;NA;NA;
CODEA;540;casa;CODEA-0960 {h1ra:1};1365;1365;Huesca;Sía manifiesto a todos cómo yo don fray Guillem Godalli, comendador de la;casa;d'Uesca de Santa María de la Mercé de los Cativos, de cierta ciencia e de agradable voluntat, consellado e certificado;No;NA;NA;NA;NA;
CODEA;541;casa;CODEA-0960 {h1ra:2};1365;1365;Huesca;los Cativos, de cierta ciencia e de agradable voluntat, consellado e certificado pleneramient de todo el dreito de la dita;casa,;e en presencia de buenos omnes, con aquesta present pública carta firme e a todos tiempos perpetuament valedera e en;No;NA;NA;NA;NA;
CODEA;542;casa;CODEA-0960 {h1ra:3};1365;1365;Huesca;trehúdo a generación a vós Martín Pérez de Biniés, escudero, habitant en la ciudat d'Uesca, unas casas que la dita;casa;á en la dita ciudat, sitiadas en la carrera de Salas, que afruentan con casas de la dita orden, e;No;NA;NA;NA;NA;
CODEA;543;casa;CODEA-0960 {h1ra:7};1365;1365;Huesca;paguedes e siades tenidos dar e pagar a mí o a cualquiere comendador que por tiempo será de la dita;casa;"en cadaún año por el mes de janero diez soldos jacetanos de trehúdo; e d'otra part que vós siades tenidos";No;NA;NA;NA;NA;
CODEA;544;casa;CODEA-0960 {h1ra:12};1365;1365;Huesca;las ditas casas ternán e posiderán compredes e siades tenidos de comprar dentro en la dita ciudat pora la dita;casa;otros diez soldos de trehúdo en tan buen lugar e tan firmes como son aquéstas e sobre tan buenas casas;No;NA;NA;NA;NA;
CODEA;545;casa;CODEA-0960 {h1ra:14};1365;1365;Huesca;vender aquéllas que lo fagades a saber a mí o a cualquiere comendador que por tiempo será de la dita;<casa>;por diez días ante de la vendición, e si comprar las querremos que las podamos aver vint soldos menos del;No;NA;NA;NA;NA;
CODEA;546;casa;CODEA-0960 {h1ra:16};1365;1365;Huesca;e finque salvo e seguro, e observe a mí o a cualquiere comendador que por tiempo será de la dita;casa;todas e cadaúnas cosas e condiciones en esta present carta contenidas, peró que siades tenidos de dar a mí o;No;NA;NA;NA;NA;
CODEA;547;casa;CODEA-0960 {h1ra:17};1365;1365;Huesca;contenidas, peró que siades tenidos de dar a mí o a cualquiere comendador que por tiempo será de la dita;casa;por razón de la fadiga diez soldos jacetanos tantas de vegadas cuantas las ditas casas se venderán o se alienarán;No;NA;NA;NA;NA;
CODEA;548;casa;CODEA-0960 {h1ra:22};1365;1365;Huesca;salvament e segura sines contrariedat e mala voz de persona alguna, obligo a vós todos los bienes de la dita;casa,;mobles e sedientes, avidos e por aver, en todo lugar ontquiere sían. E yo dito Martín Pérez de Biniés con;No;NA;NA;NA;NA;
CODEA;549;casa;CODEA-0960 {h1ra:24};1365;1365;Huesca;carta contenidas, e prometo e me obligo a vós e a cualquier comendador que por tiempo será de la dita;casa;aquéllas tener, complir e observar en la manera e forma que desuso ditas, escritas e contenidas son, e pagar el;No;NA;NA;NA;NA;
CODEA;550;casa;CODEA-0960 {h1ra:26};1365;1365;Huesca;que por cualquiere de las sobreditas cosas a vós o a cualquiere comendador que por tiempo será de la dita;casa;vos convendrá fer o sustener. E a todas las sobreditas cosas tener e complir obligo a vós todos mis bienes;No;NA;NA;NA;NA;
CODEA;551;casa;CODEA-0935 {h1ra:4};1369;1369;Navarra?;a cens perpetualment a vós Miguel de Huirucola, podador, vezino e morador en la ciudat e Navairería de Pomplona, aquella;casa;que dita orden á en la ciudat en la call clamada de Sant Martín, la cual se tiene e se;No;NA;NA;NA;NA;
CODEA;552;casa;CODEA-0935 {h1ra:4};1369;1369;Navarra?;en la call clamada de Sant Martín, la cual se tiene e se afruenta de la una part con la;casa;de Martín García de Etunaín, e de la otra part se tiene e se afruenta con la casa de García;No;NA;NA;NA;NA;
CODEA;553;casa;CODEA-0935 {h1ra:5};1369;1369;Navarra?;con la casa de Martín García de Etunaín, e de la otra part se tiene e se afruenta con la;casa;de García de Elóiz, carnicero de Pomplona, e de la otra part se tiene e se afruenta con la casa;No;NA;NA;NA;NA;
CODEA;554;casa;CODEA-0935 {h1ra:5};1369;1369;Navarra?;casa de García de Elóiz, carnicero de Pomplona, e de la otra part se tiene e se afruenta con la;casa;de Joán de Çuviri, escudero. E esta sobredita casa de guisa e de manera como sobrescrita, sobrenombrada e afrontada es;No;NA;NA;NA;NA;
CODEA;555;casa;CODEA-0935 {h1ra:6};1369;1369;Navarra?;de la otra part se tiene e se afruenta con la casa de Joán de Çuviri, escudero. E esta sobredita;casa;de guisa e de manera como sobrescrita, sobrenombrada e afrontada es de partes desuso, con todas sus entradas e sallidas,;No;NA;NA;NA;NA;
CODEA;556;casa;CODEA-0935 {h1ra:10};1369;1369;Navarra?;el dito ces por la dita orden aya por todos tiempos los ditos veint e cinco sueldos sobre la dita;casa,;segunt fuero es, de ces. E vós el dito Miguel d'Uirucola e toda vuestra genolla, generación e posteridat o aquell;No;NA;NA;NA;NA;
CODEA;557;casa;CODEA-0935 {h1ra:10};1369;1369;Navarra?;el dito Miguel d'Uirucola e toda vuestra genolla, generación e posteridat o aquell qui avrá e heredará la dita su;casa;ayades poder de vender, empeñar e allenar e fazer ne de la dita casa todas vuestras proprias voluntades en vida;No;NA;NA;NA;NA;
CODEA;558;casa;CODEA-0935 {h1ra:11};1369;1369;Navarra?;avrá e heredará la dita su casa ayades poder de vender, empeñar e allenar e fazer ne de la dita;casa;todas vuestras proprias voluntades en vida y en muert como cadaúno e cadaúna puede e deve fazer de la su;No;NA;NA;NA;NA;
CODEA;559;casa;CODEA-0935 {h1ra:13};1369;1369;Navarra?;"e salvando a la dita orden el sobredito ces; e que no ayades poder de partir nin quiñonar la dita";casa,;mas ante que aquélla finque éntegrament a vós el dito Miguel d'Uirucola e vuestra genolla generación, e todo vuestro mandamiento;No;NA;NA;NA;NA;
CODEA;560;casa;CODEA-0935 {h1ra:14};1369;1369;Navarra?;prior, e todo el conviento de la dita orden prometemos e nos obligamos e esponemos por ferme de la dita;casa;de salvedat e de fazérvosla buena de todo hombre e de toda fembra, salvo el dito ces, como fuero es;No;NA;NA;NA;NA;
CODEA;561;casa;CODEA-0935 {h1ra:17};1369;1369;Navarra?;don fraire Martín, prior, e de todos los sobreditos e de todo el conviento de la sobredita orden la sobredita;casa;a cens perpetualment para mí e para toda mi genolla, generación e posteridat, e por todos aquellos e aquellas qui;No;NA;NA;NA;NA;
CODEA;562;casa;CODEA-0935 {h1ra:18};1369;1369;Navarra?;perpetualment para mí e para toda mi genolla, generación e posteridat, e por todos aquellos e aquellas qui la dita;casa;"heredarán por todos tiempos mientre el sieglo durare; e prometo e me obligo de dar e pagar cad'año los sobreditos";No;NA;NA;NA;NA;
CODEA;563;casa;CODEA-0935 {h1ra:20};1369;1369;Navarra?;soviés sin pagar el dito ces o alguno o algunos de mi genolla, generación o aquellos qui heredarán la dita;casa;empués mí por espacio de tres años, que el conviento de la dita orden tomen, reciban e se aproprien de;No;NA;NA;NA;NA;
CODEA;564;casa;CODEA-0935 {h1ra:20};1369;1369;Navarra?;por espacio de tres años, que el conviento de la dita orden tomen, reciban e se aproprien de la dita;casa;con todo el provecho, ameyoramiento e con todas las reparaciones que fechas serán en la dita casa. E a tener;No;NA;NA;NA;NA;
CODEA;565;casa;CODEA-0935 {h1ra:21};1369;1369;Navarra?;de la dita casa con todo el provecho, ameyoramiento e con todas las reparaciones que fechas serán en la dita;casa.;E a tener e complecer todas e cadaúnas cosas sobreditas, e a non venir contra en ninguna d'ellas obligo todos;Incluible;en;casa;artículo;estado;
CODEA;566;casa;CODEA-2323 {h1ra:3};1371;1371;Guadalajara;cevada en grano, medida de Molina. El cual dicho pan vos he dar e pagar por renta de la vuestra;casa;de Rinconcillo, aldea de Molina, con todos los bienes raízes d'ella que de vós arrendé, por la dicha cuantía del;No;NA;NA;NA;NA;
CODEA;567;casa;CODEA-2323 {h1ra:9};1371;1371;Guadalajara;dexar al dicho tiempo complido de la dicha renta barvechos fechos buenos en los dichos bienes raízes de la dicha;casa;para treinta medias de pan sembradura, las quinze medias vinadas, e las quinze medias aradas a vista de omnes buenos.;No;NA;NA;NA;NA;
CODEA;568;casa;CODEA-2321 {h1ra:6};1378;1378;Guadalajara;Sancha, que se tienen, de la una parte, con casas de Benito Pérez, çapatero, e de la otra parte con;casa;de Sancho Martínez Fayuelo, e delante, la dicha cal. E estas dichas casas vos damos a cienso, como dicho es,;No;NA;NA;NA;NA;
CODEA;569;casa;CODEA-0633 {h1ra:5};1379;1379;Cantabria;<…> de Bodia le tenía tomado e entrado una heredat en Bodia que á por linderos, de la una parte;casa;que <…> Joán de Dios, e de la otra parte la fuente de ý de Bodia, e de parte deyuso;No;NA;NA;NA;NA;
CODEA;570;casa;CODEA-0633 {h1ra:8};1379;1379;Cantabria;para el dicho monesterio, e luego el dicho Joán Tosquera dix que entrará en la dicha heredat e fiziera una;casa;en ello así como avulenguero, e que conocía e conoció que era aquella heredat dentro estos <…> con los solares;No;NA;NA;NA;NA;
CODEA;571;casa;CODEA-0947 {h1ra:1};1383;1383;Huesca;Sía manifiesto a todos cómo nós don fray Domingo d'Uncastiello, prior de la;casa;del convento e monesterio de la eglesia de Santa María del Carmen de la ciudat d'Uesca, don fray Bonavat Donat,;No;NA;NA;NA;NA;
CODEA;572;casa;CODEA-0947 {h1ra:2};1383;1383;Huesca;Bonavat Donat, don fray Antón del Castellar, don fray Pedro de Sant Joán e todo el convento de la dita;casa,;clamados e plegados a capítol en la casa del refertorio del dito monesterio a son de campana, segunt que otras;No;NA;NA;NA;NA;
CODEA;573;casa;CODEA-0947 {h1ra:2};1383;1383;Huesca;fray Pedro de Sant Joán e todo el convento de la dita casa, clamados e plegados a capítol en la;casa;del refertorio del dito monesterio a son de campana, segunt que otras vegadas avemos usado e costumnado plegar capítol, nós;Incluible;en;casa;artículo;estado;
CODEA;574;casa;CODEA-0947 {h1ra:4};1383;1383;Huesca;e desí todo el dito capítol, de cierta ciencia certificados e plenerament informados de todo el dreito de la dita;casa,;en nomne e voz del dito convento e de los freires de aquéll, damos e de present livramos a trehúdo;No;NA;NA;NA;NA;
CODEA;575;casa;CODEA-0947 {h1ra:5};1383;1383;Huesca;a generación a todos tiempos a vós Çalema de Blasco, moro de Quart, una viña que yes de la dita;casa,;que yes sitiada en término de Cerrabona, término de la ciudat de Huesca, que afruenta con viña de Alamán de;No;NA;NA;NA;NA;
CODEA;576;casa;CODEA-0947 {h1ra:12};1383;1383;Huesca;la dita viña, que siades tenidos ferlo a saber al prior qui yes o por tiempo será de la dita;casa;X días ante de la vendición, e si comprar la querremos pora la dita casa e convento que la podamos;No;NA;NA;NA;NA;
CODEA;577;casa;CODEA-0947 {h1ra:13};1383;1383;Huesca;tiempo será de la dita casa X días ante de la vendición, e si comprar la querremos pora la dita;casa;e convento que la podamos aver V soldos menos del precio que en aquélla verdaderament se trobará. E si comprar;No;NA;NA;NA;NA;
CODEA;578;casa;CODEA-0947 {h1ra:19};1383;1383;Huesca;en pacífica posessión de la dita viña a todos tiempos, dius obligación de los trehúdos e rendas de la dita;casa,;avidos e por aver en todo lugar. E yo dito Çalema de Blasco, moro, con acción de gracias, recibo de;No;NA;NA;NA;NA;
CODEA;579;casa;CODEA-1883 {h1ra:19};1383;1383;Badajoz;en la madre del río de Guadiana en término de Alanje, salvo en lo que es del comendador de la;Casa,;segund que esto e otras cosas más complidamente se contiene en el dicho previllejo. Et nós, por fazer bien e;No;NA;NA;NA;NA;
CODEA;580;casa;CODEA-1883 {h1ra:37};1383;1383;Badajoz;río de Guadiana en término de Alanje, segund se contiene en el dicho previllejo, guardando lo del comendador de la;Casa.;E defendemos firmemente que ningún freire nin seglar non sea osado de vos ir nin pasar contra esto que nós;No;NA;NA;NA;NA;
CODEA;581;casa;CODEA-0634 {h1ra:8};1384;1384;Cantabria;fazer bien e merced dóvos la serna que dizen del Pedrigoso que es del dicho monesterio, que es cerca la;casa;de la nuestra orden de Sant Lázaro, que á por linderos, de la una parte la royal que dece de;No;NA;NA;NA;NA;
CODEA;582;casa;CODEA-0634 {h1ra:11};1384;1384;Cantabria;vien de Val de Varó para Potes, e de parte desuso faça de tierra que tienen los de la dicha;casa;de Sant Lázaro e el camino del Rey. Esta dicha serna vos dó a vós los sobredichos que la plantedes;No;NA;NA;NA;NA;
CODEA;583;casa;CODEA-1407 {h1ra:2};1384;1384;Zamora;junio. Sepan cuantos esta carta vieren cómo ante Joán Díez de la Cámara, alcalle mayor del duque en la su;casa;e en toda su tierra, en presencia de mí Álvar Alfonso, notario público del dicho señor duque de Benavente e;Incluible;en;casa;posesivo;estado;
CODEA;584;casa;CODEA-0607 {h1ra:3};1388;1388;Cantabria?;e trezientos e ochenta e ocho años, el prior Juan Roíz fue al aldea de Rasas e falló ý una;casa;cubierta e fecha de tapia cerca la ermita de Santa María, e luego llamó a Juan Ferrández, fijo de Martín;No;NA;NA;NA;NA;
CODEA;585;casa;CODEA-0607 {h1ra:5};1388;1388;Cantabria?;Juan Ferrández, fijo de Martín González que la aví ý fecho e hiziera, e díxole el dicho prior que aquella;casa;cómo la avía fecho contra su voluntad e sobr'el embargo que le oviera puesto otra vegada ajan d'esto cuando abriera;No;NA;NA;NA;NA;
CODEA;586;casa;CODEA-0721 {h1ra:4};1389;1389;Cantabria;un solar en que vós morades en el dicho lugar de Várzena, que á por llinderos de la una parte;casa;de Toribio de Bárzena, e de la otra parte el camino de la aldea, e del otro cabo casa de;No;NA;NA;NA;NA;
CODEA;587;casa;CODEA-0721 {h1ra:4};1389;1389;Cantabria;parte casa de Toribio de Bárzena, e de la otra parte el camino de la aldea, e del otro cabo;casa;de vós el dicho Alfonso Pérez. El cual solar vós tornades al vasallage de Santo Toribio. Convién a saber, que;No;NA;NA;NA;NA;
CODEA;588;casa;CODEA-0530 {h1ra:3};1390;1390;León;Barrero del Faveiro e a vuestra moller Tereisa Alfonso, pora vós e pora toda vuestra progenia pora siempre jamáis, una;casa;con una cortina e con una moral en el dicho lugar del faveiro so campana de San Nicollao, que á;No;NA;NA;NA;NA;
CODEA;589;casa;CODEA-0530 {h1ra:9};1390;1390;León;"dicho foro; e que non criedes vós nin ellos ý ombre fillodalgo sen nuestro mandado; e que recibades enela dicha";casa;al abad e a los monges d'este monesterio e a sos mensageros cuando ý acontecire según uso e costume del;Incluible;en;casa;artículo;estado;
CODEA;590;casa;CODEA-0722 {h1ra:9};1390;1390;Cantabria;de Santo Toribio, e mío e de los priores que ý fueren, e para que fagades en los casares una;casa,;o dos o la más que a vós cumplieren, e que la pobledes e las fagades poblar vós e los;No;NA;NA;NA;NA;
CODEA;591;casa;CODEA-0957 {h1ra:2};1390;1390;Zaragoza;todo el convento de los fraires menores de la orden, e convento e iglesia de señor Sant Francisco de la;casa;de la ciudat de Calatayut, plegados en capítol en el coro de la dita eglesia a campana tañida, dó e;No;NA;NA;NA;NA;
